Machine_ID,Temperature,Run_Time,Downtime_Flag
1,68.72700594236812,738.1623953671184,0
2,97.53571532049581,837.3451177530978,0
3,86.59969709057026,400.3743190339992,1
4,79.93292420985183,699.8992796855991,0
5,57.80093202212183,657.3967865149989,0
6,57.79972601681013,866.2643014306169,1
7,52.90418060840997,924.8696483850084,0
8,93.30880728874675,209.72541718190945,0
9,80.05575058716045,739.2159352470342,0
10,85.40362888980228,241.46863929578322,0
11,51.029224714790125,639.0869320618847,1
12,98.49549260809971,430.1061832349426,1
13,91.62213204002109,445.42127961771297,1
14,60.61695553391381,482.36680276188525,0
15,59.09124836035503,697.0339592396881,0
16,59.17022549267169,467.23997253501534,1
17,65.21211214797688,786.1592404722243,0
18,76.2378215816119,523.6219084590957,0
19,71.5972509321058,254.68256024796688,0
20,64.5614570099021,827.0078739872858,0
21,80.59264473611897,428.6066596741648,0
22,56.97469303260209,546.2135036794101,1
23,64.6072324267609,748.3551065775213,1
24,68.31809216468459,465.9649257189696,0
25,72.8034992108518,245.2685249173725,0
26,89.25879806965068,499.1368376102509,0
27,59.98368910791799,955.5588661554427,1
28,75.71172192068059,713.3875178388465,0
29,79.62072844310212,737.1833189337656,1
30,52.32252063599989,705.8257229101118,0
31,80.37724259507192,359.1937111675494,0
32,58.526206184364575,534.6670912818241,0
33,53.25257964926398,800.7518386906546,1
34,97.44427686266667,281.09831804252735,0
35,98.28160165372796,422.2822208717698,0
36,90.41986740582306,421.0552867726829,0
37,65.23068845866854,545.6151420756048,1
38,54.883605700319194,984.294992753748,1
39,84.21165132560785,254.00203734705755,0
40,72.00762468698007,614.960795504476,1
41,56.10191174223894,343.4917456097684,0
42,74.75884550556351,976.5412363277953,0
43,51.71942605576092,290.64280378197134,0
44,95.4660201039391,522.880801889273,0
45,62.93899908000085,790.3079878676849,1
46,83.1261142176991,763.6435424219562,1
47,65.58555380447055,538.1829095151459,0
48,76.00340105889055,477.2193343621746,0
49,77.33551396716399,518.0899028422964,1
50,59.24272277627635,411.42101052691146,1
51,98.47923138822793,364.26635096543987,0
52,88.75664116805572,586.431758047112,1
53,96.97494707820945,414.8270048540859,0
54,94.74136752138244,429.9693319178001,0
55,79.89499894055426,725.4048507796457,1
56,96.09371175115584,974.8298653599138,0
57,54.424625102595975,682.9097604475,0
58,59.79914312095726,261.58357365197304,0
59,52.2613644455269,260.4668910832536,1
60,66.26651653816322,961.1385766764528,1
61,69.4338644844741,437.8326322458669,0
62,63.567451588694794,273.65358886598034,0
63,91.43687545759647,679.2356697203052,0
64,67.83766633467947,698.9190226322129,0
65,64.04672548436903,718.8038560949506,0
66,77.13480415791243,413.921622286033,1
67,57.04621124873813,212.08854737158003,0
68,90.10984903770199,972.0122955635775,0
69,53.727532183988544,400.714436552882,0
70,99.34434683002587,740.821030442038,0
71,88.61223846483287,765.3038959029676,1
72,59.93578407670862,688.0059336635886,0
73,50.27610585618012,450.32591537091855,0
74,90.77307142274171,416.8770030112526,0
75,85.34286719238085,678.1346261621625,0
76,86.45035840204937,892.8765068893532,0
77,88.56351733429729,957.3869831387165,0
78,53.70223258670452,284.7246435230061,0
79,67.92328642721363,323.8628900781759,0
80,55.79345297625649,955.7890070264638,0
81,93.15517129377967,789.2281826678341,0
82,81.1649063413779,906.3950598638185,1
83,66.54490124263246,362.10610730827455,0
84,53.177917514301186,670.0686968875215,0
85,65.54911608578311,760.911675533979,0
86,66.25916610133736,744.0895083575781,0
87,86.4803089169032,526.5213526933585,1
88,81.87787356776066,212.31591335304677,0
89,94.36063712881634,666.3408454434104,1
90,73.61074625809746,402.481231343687,0
91,55.97971229691508,560.2033969143123,0
92,85.66223936114974,966.0648120670538,1
93,88.03925243084487,519.2282541139477,0
94,78.06385987847482,871.8412853315414,0
95,88.54835899772806,350.8324845994009,0
96,74.68977981821953,737.968398420023,1
97,76.1366414690997,981.6055635511548,0
98,71.37705091792748,281.5144806983494,1
99,51.27095633720476,206.65595378175362,0
100,55.39457134966522,546.8662341060915,1
101,51.57145928433671,274.10038644109375,0
102,81.82052056318902,798.707479740985,1
103,65.71779905381634,931.6389310788471,0
104,75.42853455823514,547.2167781670071,1
105,95.37832369630465,406.9693137243528,0
106,62.464611457443745,547.5226552052878,0
107,70.51914615178148,778.7582542800008,0
108,87.77755692715243,207.2433292642968,0
109,61.43990827458112,671.5631915877577,0
110,53.84899549143965,690.6333479099033,1
111,64.4875726456884,710.1505975167483,1
112,58.06106436270022,393.6176639847018,0
113,96.48488261712865,771.2421787025014,1
114,90.40601897822086,273.1131890654211,0
115,81.67018782552117,359.41626917344064,0
116,93.57302950938589,901.9760373235855,1
117,90.18360384495573,790.9785205812531,0
118,59.32850294430179,210.9964432090762,1
119,94.62794992449889,398.70100829584015,0
120,76.96711209578254,371.52518639453166,0
121,90.37200775820313,416.64506242957805,0
122,94.80456499617466,398.04781622390914,0
123,65.90017374859319,250.0210365942766,0
124,55.50259622638384,567.1524132774563,1
125,61.39675812709709,786.1867798289321,1
126,71.35538943131282,685.3853797739491,1
127,90.90073829612466,738.2973348784639,0
128,93.03652916281717,264.9193428289913,0
129,50.34760652655954,961.1925681414298,0
130,75.53736512887829,870.7934670744198,0
131,70.87055015743894,844.0722547965302,0
132,61.105390523536514,858.387044033414,1
133,55.99326836668414,946.1684065062091,0
134,66.8807585701814,635.4031728909581,0
135,97.14548519562595,360.22561429410075,0
136,66.16014660103777,693.4268862820329,0
137,75.9395310871683,794.3051949343512,0
138,85.15094794475888,790.3339146832203,1
139,68.1814801189647,617.1592193335041,0
140,98.58910413604804,254.76697546686245,1
141,98.12236474710556,496.89035074410225,0
142,62.58911479126821,936.6132867706858,0
143,74.86242529461927,667.5591278059408,0
144,65.04391549083849,630.6655546045707,1
145,64.24202471887338,415.0828115057548,1
146,51.84434736772664,494.7591359332631,0
147,80.47821669899484,916.2768713225354,0
148,75.13395116144308,733.1704380214686,0
149,52.57393756249947,829.9096214018663,0
150,63.93232321183057,563.4763384541241,1
151,95.41329429833269,704.1977755649264,0
152,61.978094533348624,398.70688699456605,0
153,57.24474360456115,764.3686642267891,0
154,74.47263801387815,542.0810669626699,0
155,99.28252270553003,554.0364118517964,0
156,62.10276357557502,719.4578596615054,0
157,83.60677737029393,949.0244971751413,1
158,88.08098076643589,251.20507728689674,1
159,61.881877199619986,859.7945898776061,0
160,86.41081743059297,433.9064883297545,1
161,68.38915663596266,555.1355636051023,0
162,81.61529152967897,217.53066302000715,0
163,81.67648553804473,440.83686226745044,0
164,76.78873420373793,602.1049941041044,0
165,54.51448850272041,244.9408618779512,0
166,91.7651247794619,592.8765835065321,0
167,66.0390032485868,941.6885030867419,0
168,59.32592551999271,284.31457448624417,1
169,52.0387570777382,811.5525824604035,0
170,79.5446471594121,527.7368427007941,0
171,83.87821809211411,724.1389716194705,0
172,50.829391446392805,408.1892783881835,0
173,75.60465291496405,327.59381003308664,0
174,61.3247887598969,328.37009141698115,1
175,82.25863952047249,256.3935565145157,0
176,58.718321450249576,348.5173639209944,0
177,84.5468869051233,731.3755079911746,0
178,69.33676731502686,905.3524894748065,0
179,96.83649943683673,851.3005484729294,0
180,56.87604720729966,748.1074478995873,0
181,67.05331755251292,288.34549072888217,0
182,55.67367606202946,431.34995703675986,0
183,96.23468091392814,447.8455002579752,0
184,93.86696766904905,399.96555711809697,1
185,62.89708138575778,612.0045277677784,0
186,82.99920230170895,628.443051903738,1
187,90.8611100100608,485.50878013688816,1
188,77.76004057997312,483.0313269891488,0
189,76.48252891780032,862.8444783248651,0
190,62.092614545022585,831.4342786557485,0
191,54.65513839029496,446.23666534459653,0
192,94.86078789766634,931.0307550986074,0
193,95.02090285816652,962.2520136020048,1
194,81.65507286366339,461.39403362403266,1
195,66.95148955243504,483.5399590344439,0
196,67.46047873063304,604.507322737567,0
197,86.29778394351197,952.8966500269388,0
198,94.85551299762886,901.0555465138492,1
199,94.35432121325587,282.05437006687185,0
200,88.99377729288119,514.1845946171329,0
201,82.10158230771438,642.6969517998175,1
202,54.206998249752445,602.5059780412321,0
203,58.08143570473069,355.0904543495142,1
204,94.92770942635397,887.0534169345237,0
